"un_country"	"year"	"source"	"n"
"2361"	"liechtenstein"	2016	"MEETUP"	14
"2362"	"liechtenstein"	2017	"BEHANCE"	6
"2363"	"liechtenstein"	2017	"MEETUP"	39
"2364"	"liechtenstein"	2018	"BEHANCE"	2
"2365"	"liechtenstein"	2018	"MEETUP"	56
"2366"	"liechtenstein"	2019	"BEHANCE"	1
"2367"	"liechtenstein"	2019	"MEETUP"	3
"2368"	"lithuania"	2008	"BEHANCE"	19
"2369"	"lithuania"	2009	"BEHANCE"	68
"2370"	"lithuania"	2009	"TED"	3
"2371"	"lithuania"	2010	"BEHANCE"	95
"2372"	"lithuania"	2010	"EFLUX"	1
"2373"	"lithuania"	2010	"TED"	3
"2374"	"lithuania"	2011	"ART_EDUCATION"	1
"2375"	"lithuania"	2011	"BEHANCE"	109
"2376"	"lithuania"	2011	"TED"	2
"2377"	"lithuania"	2012	"ART_EDUCATION"	1
"2378"	"lithuania"	2012	"BEHANCE"	229
"2379"	"lithuania"	2012	"EFLUX"	1
"2380"	"lithuania"	2012	"TED"	9
"2381"	"lithuania"	2013	"ART_EDUCATION"	1
"2382"	"lithuania"	2013	"BEHANCE"	546
"2383"	"lithuania"	2013	"EFLUX"	2
"2384"	"lithuania"	2013	"TED"	4
"2385"	"lithuania"	2014	"ART_EDUCATION"	1
"2386"	"lithuania"	2014	"BEHANCE"	647
"2387"	"lithuania"	2014	"EFLUX"	1
"2388"	"lithuania"	2014	"TED"	5
"2389"	"lithuania"	2015	"ART_EDUCATION"	1
"2390"	"lithuania"	2015	"BEHANCE"	514
"2391"	"lithuania"	2015	"EFLUX"	3
"2392"	"lithuania"	2015	"TED"	11
"2393"	"lithuania"	2015	"TIMEPAD"	3
"2394"	"lithuania"	2016	"BEHANCE"	670
"2395"	"lithuania"	2016	"EFLUX"	3
"2396"	"lithuania"	2016	"TED"	6
"2397"	"lithuania"	2016	"TIMEPAD"	10
"2398"	"lithuania"	2017	"ART_EDUCATION"	1
"2399"	"lithuania"	2017	"BEHANCE"	619
"2400"	"lithuania"	2017	"EFLUX"	5
"2401"	"lithuania"	2017	"TED"	9
"2402"	"lithuania"	2017	"TIMEPAD"	4
"2403"	"lithuania"	2018	"BEHANCE"	697
"2404"	"lithuania"	2018	"EFLUX"	3
"2405"	"lithuania"	2018	"TED"	4
"2406"	"lithuania"	2018	"TIMEPAD"	5
"2407"	"lithuania"	2019	"BEHANCE"	111
"2408"	"lithuania"	2019	"TED"	2
"2409"	"lithuania"	2019	"TIMEPAD"	1
"2410"	"luxembourg"	2008	"BEHANCE"	6
"2411"	"luxembourg"	2009	"BEHANCE"	14
"2412"	"luxembourg"	2010	"ART_EDUCATION"	4
"2413"	"luxembourg"	2010	"BEHANCE"	21
"2414"	"luxembourg"	2010	"EFLUX"	12
"2415"	"luxembourg"	2011	"ART_EDUCATION"	3
"2416"	"luxembourg"	2011	"BEHANCE"	25
"2417"	"luxembourg"	2011	"EFLUX"	20
"2418"	"luxembourg"	2011	"TED"	1
"2419"	"luxembourg"	2012	"ART_EDUCATION"	1
"2420"	"luxembourg"	2012	"BEHANCE"	47
"2421"	"luxembourg"	2012	"EFLUX"	10
"2422"	"luxembourg"	2012	"TED"	1
"2423"	"luxembourg"	2013	"ART_EDUCATION"	9
"2424"	"luxembourg"	2013	"BEHANCE"	95
"2425"	"luxembourg"	2013	"EFLUX"	17
"2426"	"luxembourg"	2013	"TED"	1
"2427"	"luxembourg"	2014	"ART_EDUCATION"	12
"2428"	"luxembourg"	2014	"BEHANCE"	68
"2429"	"luxembourg"	2014	"EFLUX"	21
"2430"	"luxembourg"	2014	"MEETUP"	1
"2431"	"luxembourg"	2014	"TED"	1
"2432"	"luxembourg"	2015	"ART_EDUCATION"	10
"2433"	"luxembourg"	2015	"BEHANCE"	55
"2434"	"luxembourg"	2015	"EFLUX"	19
"2435"	"luxembourg"	2015	"TED"	1
"2436"	"luxembourg"	2016	"ART_EDUCATION"	12
"2437"	"luxembourg"	2016	"BEHANCE"	53
"2438"	"luxembourg"	2016	"EFLUX"	11
"2439"	"luxembourg"	2016	"TED"	1
"2440"	"luxembourg"	2017	"ART_EDUCATION"	2
"2441"	"luxembourg"	2017	"BEHANCE"	55
"2442"	"luxembourg"	2017	"EFLUX"	13
"2443"	"luxembourg"	2017	"MEETUP"	2
"2444"	"luxembourg"	2018	"ART_EDUCATION"	4
"2445"	"luxembourg"	2018	"BEHANCE"	47
"2446"	"luxembourg"	2018	"EFLUX"	17
"2447"	"luxembourg"	2018	"MEETUP"	4
"2448"	"luxembourg"	2018	"TED"	2
"2449"	"luxembourg"	2019	"BEHANCE"	6
"2450"	"luxembourg"	2019	"MEETUP"	1
"2451"	"luxembourg"	2019	"TED"	4
"2452"	"madagascar"	2009	"TED"	1
"2453"	"madagascar"	2010	"TED"	1
"2454"	"madagascar"	2011	"TED"	3
"2455"	"madagascar"	2012	"TED"	4
"2456"	"madagascar"	2014	"TED"	1
"2457"	"malawi"	2010	"BEHANCE"	1
"2458"	"malawi"	2011	"BEHANCE"	3
"2459"	"malawi"	2012	"BEHANCE"	6
"2460"	"malawi"	2013	"BEHANCE"	1
"2461"	"malawi"	2013	"TED"	5
"2462"	"malawi"	2014	"BEHANCE"	1
"2463"	"malawi"	2014	"TED"	3
"2464"	"malawi"	2015	"BEHANCE"	3
"2465"	"malawi"	2016	"TED"	3
"2466"	"malawi"	2017	"TED"	2
"2467"	"malawi"	2018	"BEHANCE"	1
"2468"	"malaysia"	2007	"BEHANCE"	1
"2469"	"malaysia"	2008	"BEHANCE"	12
"2470"	"malaysia"	2009	"BEHANCE"	93
"2471"	"malaysia"	2009	"MEETUP"	32
"2472"	"malaysia"	2009	"TED"	2
"2473"	"malaysia"	2010	"BEHANCE"	182
"2474"	"malaysia"	2010	"MEETUP"	140
"2475"	"malaysia"	2010	"TED"	5
"2476"	"malaysia"	2011	"BEHANCE"	209
"2477"	"malaysia"	2011	"MEETUP"	180
"2478"	"malaysia"	2011	"TED"	10
"2479"	"malaysia"	2012	"BEHANCE"	462
"2480"	"malaysia"	2012	"EFLUX"	1
"2481"	"malaysia"	2012	"MEETUP"	328
"2482"	"malaysia"	2012	"TED"	7
"2483"	"malaysia"	2013	"BEHANCE"	756
"2484"	"malaysia"	2013	"MEETUP"	271
"2485"	"malaysia"	2013	"TED"	11
"2486"	"malaysia"	2014	"ART_EDUCATION"	1
"2487"	"malaysia"	2014	"BEHANCE"	837
"2488"	"malaysia"	2014	"EFLUX"	1
"2489"	"malaysia"	2014	"MEETUP"	513
"2490"	"malaysia"	2014	"TED"	10
"2491"	"malaysia"	2015	"BEHANCE"	587
"2492"	"malaysia"	2015	"MEETUP"	1009
"2493"	"malaysia"	2015	"TED"	21
"2494"	"malaysia"	2016	"BEHANCE"	649
"2495"	"malaysia"	2016	"MEETUP"	1282
"2496"	"malaysia"	2016	"TED"	25
"2497"	"malaysia"	2017	"BEHANCE"	603
"2498"	"malaysia"	2017	"MEETUP"	1296
"2499"	"malaysia"	2017	"TED"	30
"2500"	"malaysia"	2018	"BEHANCE"	516
"2501"	"malaysia"	2018	"MEETUP"	1859
"2502"	"malaysia"	2018	"TED"	43
"2503"	"malaysia"	2019	"BEHANCE"	87
"2504"	"malaysia"	2019	"MEETUP"	336
"2505"	"malaysia"	2019	"TED"	15
"2506"	"maldives"	2009	"BEHANCE"	2
"2507"	"maldives"	2011	"BEHANCE"	4
"2508"	"maldives"	2012	"BEHANCE"	9
"2509"	"maldives"	2013	"BEHANCE"	1
"2510"	"maldives"	2015	"BEHANCE"	3
"2511"	"maldives"	2016	"BEHANCE"	8
"2512"	"maldives"	2016	"TED"	1
"2513"	"maldives"	2017	"BEHANCE"	3
"2514"	"maldives"	2017	"MEETUP"	2
"2515"	"maldives"	2018	"BEHANCE"	4
"2516"	"maldives"	2019	"BEHANCE"	1
"2517"	"mali"	2015	"EFLUX"	4
"2518"	"mali"	2017	"EFLUX"	2
"2519"	"mali"	2017	"MEETUP"	7
"2520"	"mali"	2017	"TED"	1
"2521"	"mali"	2018	"MEETUP"	9
"2522"	"mali"	2019	"MEETUP"	2
"2523"	"mali"	2019	"TED"	1
"2524"	"malta"	2009	"BEHANCE"	2
"2525"	"malta"	2010	"BEHANCE"	22
"2526"	"malta"	2010	"MEETUP"	1
"2527"	"malta"	2011	"BEHANCE"	55
"2528"	"malta"	2011	"TED"	2
"2529"	"malta"	2012	"BEHANCE"	91
"2530"	"malta"	2013	"BEHANCE"	122
"2531"	"malta"	2013	"EFLUX"	1
"2532"	"malta"	2014	"BEHANCE"	113
"2533"	"malta"	2015	"BEHANCE"	165
"2534"	"malta"	2016	"BEHANCE"	100
"2535"	"malta"	2016	"TED"	3
"2536"	"malta"	2017	"BEHANCE"	81
"2537"	"malta"	2017	"MEETUP"	1
"2538"	"malta"	2017	"TED"	2
"2539"	"malta"	2018	"BEHANCE"	71
"2540"	"malta"	2018	"MEETUP"	6
"2541"	"malta"	2018	"TED"	2
"2542"	"malta"	2019	"BEHANCE"	30
"2543"	"mauritania"	2013	"TED"	1
"2544"	"mauritania"	2015	"TED"	1
"2545"	"mauritius"	2008	"BEHANCE"	3
"2546"	"mauritius"	2009	"BEHANCE"	10
"2547"	"mauritius"	2010	"BEHANCE"	6
"2548"	"mauritius"	2012	"BEHANCE"	6
"2549"	"mauritius"	2013	"BEHANCE"	4
"2550"	"mauritius"	2013	"MEETUP"	17
"2551"	"mauritius"	2013	"TED"	1
"2552"	"mauritius"	2014	"MEETUP"	8
"2553"	"mauritius"	2014	"TED"	1
"2554"	"mauritius"	2015	"MEETUP"	35
"2555"	"mauritius"	2016	"MEETUP"	30
"2556"	"mauritius"	2016	"TED"	2
"2557"	"mauritius"	2017	"BEHANCE"	1
"2558"	"mauritius"	2017	"MEETUP"	46
"2559"	"mauritius"	2017	"TED"	3
"2560"	"mauritius"	2018	"MEETUP"	16
"2561"	"mauritius"	2018	"TED"	2
"2562"	"mauritius"	2019	"MEETUP"	5
"2563"	"mauritius"	2019	"TED"	3
"2564"	"mexico"	2007	"MEETUP"	5
"2565"	"mexico"	2008	"BEHANCE"	132
"2566"	"mexico"	2008	"MEETUP"	4
"2567"	"mexico"	2009	"BEHANCE"	376
"2568"	"mexico"	2009	"MEETUP"	3
"2569"	"mexico"	2009	"TED"	1
"2570"	"mexico"	2010	"ART_EDUCATION"	1
"2571"	"mexico"	2010	"BEHANCE"	775
"2572"	"mexico"	2010	"EFLUX"	10
"2573"	"mexico"	2010	"MEETUP"	8
"2574"	"mexico"	2010	"TED"	9
"2575"	"mexico"	2011	"ART_EDUCATION"	5
"2576"	"mexico"	2011	"BEHANCE"	1064
"2577"	"mexico"	2011	"EFLUX"	11
"2578"	"mexico"	2011	"MEETUP"	48
"2579"	"mexico"	2011	"TED"	19
"2580"	"mexico"	2012	"ART_EDUCATION"	2
"2581"	"mexico"	2012	"BEHANCE"	1973
"2582"	"mexico"	2012	"EFLUX"	11
"2583"	"mexico"	2012	"MEETUP"	88
"2584"	"mexico"	2012	"TED"	33
"2585"	"mexico"	2013	"ART_EDUCATION"	4
"2586"	"mexico"	2013	"BEHANCE"	3515
"2587"	"mexico"	2013	"EFLUX"	11
"2588"	"mexico"	2013	"MEETUP"	108
"2589"	"mexico"	2013	"TED"	20
"2590"	"mexico"	2014	"ART_EDUCATION"	6
"2591"	"mexico"	2014	"BEHANCE"	3838
"2592"	"mexico"	2014	"EFLUX"	16
"2593"	"mexico"	2014	"MEETUP"	376
"2594"	"mexico"	2014	"TED"	25
"2595"	"mexico"	2015	"ART_EDUCATION"	8
"2596"	"mexico"	2015	"BEHANCE"	2729
"2597"	"mexico"	2015	"EFLUX"	8
"2598"	"mexico"	2015	"MEETUP"	1041
"2599"	"mexico"	2015	"TED"	36
"2600"	"mexico"	2016	"ART_EDUCATION"	7
"2601"	"mexico"	2016	"BEHANCE"	2918
"2602"	"mexico"	2016	"EFLUX"	15
"2603"	"mexico"	2016	"MEETUP"	1671
"2604"	"mexico"	2016	"TED"	55
"2605"	"mexico"	2017	"ART_EDUCATION"	6
"2606"	"mexico"	2017	"BEHANCE"	2541
"2607"	"mexico"	2017	"EFLUX"	6
"2608"	"mexico"	2017	"MEETUP"	1856
"2609"	"mexico"	2017	"TED"	57
"2610"	"mexico"	2018	"ART_EDUCATION"	5
"2611"	"mexico"	2018	"BEHANCE"	2264
"2612"	"mexico"	2018	"EFLUX"	9
"2613"	"mexico"	2018	"MEETUP"	2288
"2614"	"mexico"	2018	"TED"	66
"2615"	"mexico"	2018	"TIMEPAD"	3
"2616"	"mexico"	2019	"BEHANCE"	405
"2617"	"mexico"	2019	"MEETUP"	555
"2618"	"mexico"	2019	"TED"	33
"2619"	"mexico"	2019	"TIMEPAD"	3
"2620"	"moldova"	2008	"BEHANCE"	6
"2621"	"moldova"	2009	"BEHANCE"	12
"2622"	"moldova"	2010	"BEHANCE"	7
"2623"	"moldova"	2011	"BEHANCE"	23
"2624"	"moldova"	2011	"TED"	2
"2625"	"moldova"	2012	"BEHANCE"	60
"2626"	"moldova"	2012	"TED"	5
"2627"	"moldova"	2012	"TIMEPAD"	1
"2628"	"moldova"	2013	"BEHANCE"	83
"2629"	"moldova"	2013	"TED"	3
"2630"	"moldova"	2014	"BEHANCE"	117
"2631"	"moldova"	2014	"TIMEPAD"	1
"2632"	"moldova"	2015	"BEHANCE"	53
"2633"	"moldova"	2015	"TIMEPAD"	3
"2634"	"moldova"	2016	"BEHANCE"	78
"2635"	"moldova"	2016	"TED"	2
"2636"	"moldova"	2016	"TIMEPAD"	4
"2637"	"moldova"	2017	"BEHANCE"	136
"2638"	"moldova"	2017	"TIMEPAD"	2
"2639"	"moldova"	2018	"BEHANCE"	123
"2640"	"moldova"	2018	"TIMEPAD"	21
"2641"	"moldova"	2019	"BEHANCE"	26
"2642"	"moldova"	2019	"MEETUP"	1
"2643"	"moldova"	2019	"TIMEPAD"	2
"2644"	"monaco"	2010	"ART_EDUCATION"	2
"2645"	"monaco"	2010	"EFLUX"	3
"2646"	"monaco"	2010	"MEETUP"	2
"2647"	"monaco"	2011	"BEHANCE"	4
"2648"	"monaco"	2011	"EFLUX"	3
"2649"	"monaco"	2012	"ART_EDUCATION"	1
"2650"	"monaco"	2012	"BEHANCE"	1
"2651"	"monaco"	2012	"EFLUX"	7
"2652"	"monaco"	2012	"TED"	1
"2653"	"monaco"	2013	"EFLUX"	3
"2654"	"monaco"	2013	"MEETUP"	3
"2655"	"monaco"	2013	"TED"	1
"2656"	"monaco"	2014	"ART_EDUCATION"	1
"2657"	"monaco"	2014	"EFLUX"	3
"2658"	"monaco"	2014	"MEETUP"	4
"2659"	"monaco"	2014	"TED"	1
"2660"	"monaco"	2015	"BEHANCE"	23
"2661"	"monaco"	2015	"EFLUX"	5
"2662"	"monaco"	2015	"MEETUP"	12
"2663"	"monaco"	2015	"TED"	1
"2664"	"monaco"	2016	"BEHANCE"	1
"2665"	"monaco"	2016	"EFLUX"	3
"2666"	"monaco"	2016	"MEETUP"	10
"2667"	"monaco"	2016	"TED"	1
"2668"	"monaco"	2017	"BEHANCE"	3
"2669"	"monaco"	2017	"EFLUX"	4
"2670"	"monaco"	2017	"MEETUP"	13
"2671"	"monaco"	2017	"TED"	1
"2672"	"monaco"	2018	"BEHANCE"	1
"2673"	"monaco"	2018	"EFLUX"	3
"2674"	"monaco"	2018	"MEETUP"	19
"2675"	"monaco"	2018	"TED"	1
"2676"	"monaco"	2019	"MEETUP"	3
"2677"	"monaco"	2019	"TED"	1
"2678"	"mongolia"	2008	"BEHANCE"	2
"2679"	"mongolia"	2009	"BEHANCE"	1
"2680"	"mongolia"	2010	"BEHANCE"	35
"2681"	"mongolia"	2011	"BEHANCE"	30
"2682"	"mongolia"	2011	"TED"	1
"2683"	"mongolia"	2012	"BEHANCE"	34
"2684"	"mongolia"	2012	"TED"	4
"2685"	"mongolia"	2013	"BEHANCE"	34
"2686"	"mongolia"	2013	"TED"	3
"2687"	"mongolia"	2014	"BEHANCE"	33
"2688"	"mongolia"	2014	"TED"	5
"2689"	"mongolia"	2015	"BEHANCE"	27
"2690"	"mongolia"	2015	"TED"	7
"2691"	"mongolia"	2016	"BEHANCE"	69
"2692"	"mongolia"	2016	"TED"	8
"2693"	"mongolia"	2017	"BEHANCE"	39
"2694"	"mongolia"	2017	"MEETUP"	4
"2695"	"mongolia"	2017	"TED"	9
"2696"	"mongolia"	2018	"BEHANCE"	35
"2697"	"mongolia"	2018	"TED"	10
"2698"	"mongolia"	2019	"BEHANCE"	3
"2699"	"mongolia"	2019	"TED"	1
"2700"	"montenegro"	2010	"BEHANCE"	3
"2701"	"montenegro"	2012	"BEHANCE"	2
"2702"	"montenegro"	2012	"TED"	1
"2703"	"montenegro"	2013	"BEHANCE"	15
"2704"	"montenegro"	2013	"TED"	3
"2705"	"montenegro"	2014	"BEHANCE"	44
"2706"	"montenegro"	2014	"TED"	1
"2707"	"montenegro"	2015	"BEHANCE"	10
"2708"	"montenegro"	2015	"MEETUP"	1
"2709"	"montenegro"	2015	"TED"	1
"2710"	"montenegro"	2016	"BEHANCE"	28
"2711"	"montenegro"	2017	"BEHANCE"	10
"2712"	"montenegro"	2017	"TIMEPAD"	19
"2713"	"montenegro"	2018	"BEHANCE"	13
"2714"	"montenegro"	2018	"TED"	1
"2715"	"montenegro"	2018	"TIMEPAD"	2
"2716"	"montenegro"	2019	"BEHANCE"	7
"2717"	"montenegro"	2019	"TIMEPAD"	1
"2718"	"morocco"	2007	"BEHANCE"	1
"2719"	"morocco"	2010	"BEHANCE"	3
"2720"	"morocco"	2010	"MEETUP"	1
"2721"	"morocco"	2010	"TED"	3
"2722"	"morocco"	2011	"TED"	7
"2723"	"morocco"	2012	"BEHANCE"	48
"2724"	"morocco"	2012	"MEETUP"	1
"2725"	"morocco"	2012	"TED"	32
"2726"	"morocco"	2013	"BEHANCE"	112
"2727"	"morocco"	2013	"EFLUX"	1
"2728"	"morocco"	2013	"MEETUP"	2
"2729"	"morocco"	2013	"TED"	33
"2730"	"morocco"	2014	"BEHANCE"	114
"2731"	"morocco"	2014	"MEETUP"	22
"2732"	"morocco"	2014	"TED"	8
"2733"	"morocco"	2015	"BEHANCE"	75
"2734"	"morocco"	2015	"EFLUX"	1
"2735"	"morocco"	2015	"MEETUP"	33
"2736"	"morocco"	2015	"TED"	10
"2737"	"morocco"	2016	"BEHANCE"	99
"2738"	"morocco"	2016	"EFLUX"	1
"2739"	"morocco"	2016	"MEETUP"	43
"2740"	"morocco"	2016	"TED"	11
"2741"	"morocco"	2017	"BEHANCE"	87
"2742"	"morocco"	2017	"MEETUP"	88
"2743"	"morocco"	2017	"TED"	12
"2744"	"morocco"	2018	"BEHANCE"	53
"2745"	"morocco"	2018	"MEETUP"	146
"2746"	"morocco"	2018	"TED"	14
"2747"	"morocco"	2019	"BEHANCE"	12
"2748"	"morocco"	2019	"MEETUP"	42
"2749"	"morocco"	2019	"TED"	8
"2750"	"mozambique"	2010	"BEHANCE"	6
"2751"	"mozambique"	2011	"BEHANCE"	26
"2752"	"mozambique"	2012	"BEHANCE"	26
"2753"	"mozambique"	2012	"TED"	1
"2754"	"mozambique"	2013	"BEHANCE"	23
"2755"	"mozambique"	2013	"TED"	1
"2756"	"mozambique"	2014	"BEHANCE"	28
"2757"	"mozambique"	2014	"TED"	1
"2758"	"mozambique"	2015	"BEHANCE"	13
"2759"	"mozambique"	2016	"BEHANCE"	21
"2760"	"mozambique"	2017	"BEHANCE"	5
"2761"	"mozambique"	2017	"TED"	4
"2762"	"mozambique"	2018	"BEHANCE"	15
"2763"	"mozambique"	2018	"TED"	5
"2764"	"mozambique"	2019	"TED"	1
"2765"	"myanmar (burma)"	2010	"TED"	1
"2766"	"myanmar (burma)"	2012	"BEHANCE"	5
"2767"	"myanmar (burma)"	2012	"TED"	2
"2768"	"myanmar (burma)"	2013	"BEHANCE"	23
"2769"	"myanmar (burma)"	2013	"MEETUP"	1
"2770"	"myanmar (burma)"	2013	"TED"	1
"2771"	"myanmar (burma)"	2014	"BEHANCE"	16
"2772"	"myanmar (burma)"	2014	"MEETUP"	10
"2773"	"myanmar (burma)"	2015	"BEHANCE"	22
"2774"	"myanmar (burma)"	2016	"BEHANCE"	12
"2775"	"myanmar (burma)"	2016	"MEETUP"	8
"2776"	"myanmar (burma)"	2016	"TED"	1
"2777"	"myanmar (burma)"	2017	"BEHANCE"	5
"2778"	"myanmar (burma)"	2017	"MEETUP"	1
"2779"	"myanmar (burma)"	2017	"TED"	2
"2780"	"myanmar (burma)"	2018	"BEHANCE"	11
"2781"	"myanmar (burma)"	2018	"TED"	1
"2782"	"myanmar (burma)"	2019	"BEHANCE"	1
"2783"	"namibia"	2009	"BEHANCE"	2
"2784"	"namibia"	2012	"BEHANCE"	2
"2785"	"namibia"	2014	"BEHANCE"	1
"2786"	"namibia"	2014	"TED"	1
"2787"	"namibia"	2015	"BEHANCE"	2
"2788"	"namibia"	2015	"EFLUX"	2
"2789"	"namibia"	2015	"TED"	3
"2790"	"namibia"	2016	"BEHANCE"	7
"2791"	"namibia"	2016	"TED"	1
"2792"	"namibia"	2017	"BEHANCE"	10
"2793"	"namibia"	2017	"TED"	2
"2794"	"namibia"	2018	"BEHANCE"	26
"2795"	"namibia"	2018	"TED"	1
"2796"	"namibia"	2019	"TED"	1
"2797"	"nepal"	2008	"MEETUP"	2
"2798"	"nepal"	2009	"MEETUP"	1
"2799"	"nepal"	2010	"MEETUP"	1
"2800"	"nepal"	2010	"TED"	1
"2801"	"nepal"	2011	"BEHANCE"	21
"2802"	"nepal"	2011	"MEETUP"	2
"2803"	"nepal"	2011	"TED"	1
"2804"	"nepal"	2012	"BEHANCE"	36
"2805"	"nepal"	2012	"MEETUP"	6
"2806"	"nepal"	2012	"TED"	2
"2807"	"nepal"	2013	"BEHANCE"	52
"2808"	"nepal"	2013	"MEETUP"	7
"2809"	"nepal"	2013	"TED"	1
"2810"	"nepal"	2014	"BEHANCE"	27
"2811"	"nepal"	2014	"MEETUP"	20
"2812"	"nepal"	2014	"TED"	1
"2813"	"nepal"	2015	"BEHANCE"	37
"2814"	"nepal"	2015	"MEETUP"	33
"2815"	"nepal"	2015	"TED"	4
"2816"	"nepal"	2016	"BEHANCE"	14
"2817"	"nepal"	2016	"EFLUX"	1
"2818"	"nepal"	2016	"MEETUP"	32
"2819"	"nepal"	2016	"TED"	6
"2820"	"nepal"	2017	"BEHANCE"	8
"2821"	"nepal"	2017	"EFLUX"	1
"2822"	"nepal"	2017	"MEETUP"	62
"2823"	"nepal"	2018	"BEHANCE"	55
"2824"	"nepal"	2018	"MEETUP"	67
"2825"	"nepal"	2018	"TED"	6
"2826"	"nepal"	2019	"BEHANCE"	9
"2827"	"nepal"	2019	"MEETUP"	10
"2828"	"nepal"	2019	"TED"	3
"2829"	"netherlands"	2007	"BEHANCE"	18
"2830"	"netherlands"	2007	"MEETUP"	38
"2831"	"netherlands"	2008	"BEHANCE"	185
"2832"	"netherlands"	2008	"MEETUP"	188
"2833"	"netherlands"	2009	"BEHANCE"	588
"2834"	"netherlands"	2009	"MEETUP"	310
"2835"	"netherlands"	2009	"TED"	5
"2836"	"netherlands"	2010	"ART_EDUCATION"	4
"2837"	"netherlands"	2010	"BEHANCE"	1373
"2838"	"netherlands"	2010	"EFLUX"	24
"2839"	"netherlands"	2010	"MEETUP"	364
"2840"	"netherlands"	2010	"TED"	11
"2841"	"netherlands"	2011	"ART_EDUCATION"	16
"2842"	"netherlands"	2011	"BEHANCE"	1952
"2843"	"netherlands"	2011	"EFLUX"	30
"2844"	"netherlands"	2011	"MEETUP"	542
"2845"	"netherlands"	2011	"TED"	20
"2846"	"netherlands"	2012	"ART_EDUCATION"	12
"2847"	"netherlands"	2012	"BEHANCE"	2803
"2848"	"netherlands"	2012	"EFLUX"	19
"2849"	"netherlands"	2012	"MEETUP"	1019
"2850"	"netherlands"	2012	"TED"	48
"2851"	"netherlands"	2013	"ART_EDUCATION"	8
"2852"	"netherlands"	2013	"BEHANCE"	3383
"2853"	"netherlands"	2013	"EFLUX"	24
"2854"	"netherlands"	2013	"MEETUP"	1226
"2855"	"netherlands"	2013	"TED"	64
"2856"	"netherlands"	2014	"ART_EDUCATION"	6
"2857"	"netherlands"	2014	"BEHANCE"	3611
"2858"	"netherlands"	2014	"EFLUX"	27
"2859"	"netherlands"	2014	"MEETUP"	2018
"2860"	"netherlands"	2014	"TED"	51
"2861"	"netherlands"	2014	"TIMEPAD"	1
"2862"	"netherlands"	2015	"ART_EDUCATION"	9
"2863"	"netherlands"	2015	"BEHANCE"	2730
"2864"	"netherlands"	2015	"EFLUX"	28
"2865"	"netherlands"	2015	"MEETUP"	3325
"2866"	"netherlands"	2015	"TED"	74
"2867"	"netherlands"	2015	"TIMEPAD"	3
"2868"	"netherlands"	2016	"ART_EDUCATION"	3
"2869"	"netherlands"	2016	"BEHANCE"	2577
"2870"	"netherlands"	2016	"EFLUX"	30
"2871"	"netherlands"	2016	"MEETUP"	4885
"2872"	"netherlands"	2016	"TED"	79
"2873"	"netherlands"	2016	"TIMEPAD"	1
"2874"	"netherlands"	2017	"ART_EDUCATION"	6
"2875"	"netherlands"	2017	"BEHANCE"	2435
"2876"	"netherlands"	2017	"EFLUX"	14
"2877"	"netherlands"	2017	"MEETUP"	6560
"2878"	"netherlands"	2017	"TED"	53
"2879"	"netherlands"	2017	"TIMEPAD"	2
"2880"	"netherlands"	2018	"ART_EDUCATION"	12
"2881"	"netherlands"	2018	"BEHANCE"	2162
"2882"	"netherlands"	2018	"EFLUX"	23
"2883"	"netherlands"	2018	"MEETUP"	8954
"2884"	"netherlands"	2018	"TED"	44
"2885"	"netherlands"	2018	"TIMEPAD"	7
"2886"	"netherlands"	2019	"BEHANCE"	471
"2887"	"netherlands"	2019	"MEETUP"	1222
"2888"	"netherlands"	2019	"TED"	23
"2889"	"netherlands"	2019	"TIMEPAD"	1
"2890"	"new zealand"	2007	"BEHANCE"	2
"2891"	"new zealand"	2008	"BEHANCE"	10
"2892"	"new zealand"	2009	"BEHANCE"	73
"2893"	"new zealand"	2009	"MEETUP"	1
"2894"	"new zealand"	2009	"TED"	3
"2895"	"new zealand"	2010	"ART_EDUCATION"	3
"2896"	"new zealand"	2010	"BEHANCE"	131
"2897"	"new zealand"	2010	"EFLUX"	2
"2898"	"new zealand"	2010	"TED"	3
"2899"	"new zealand"	2011	"ART_EDUCATION"	1
"2900"	"new zealand"	2011	"BEHANCE"	313
"2901"	"new zealand"	2011	"EFLUX"	1
"2902"	"new zealand"	2011	"TED"	2
"2903"	"new zealand"	2012	"ART_EDUCATION"	3
"2904"	"new zealand"	2012	"BEHANCE"	603
"2905"	"new zealand"	2012	"EFLUX"	3
"2906"	"new zealand"	2012	"MEETUP"	4
"2907"	"new zealand"	2012	"TED"	8
"2908"	"new zealand"	2013	"BEHANCE"	968
"2909"	"new zealand"	2013	"EFLUX"	3
"2910"	"new zealand"	2013	"MEETUP"	7
"2911"	"new zealand"	2013	"TED"	13
"2912"	"new zealand"	2014	"ART_EDUCATION"	7
"2913"	"new zealand"	2014	"BEHANCE"	976
"2914"	"new zealand"	2014	"EFLUX"	6
"2915"	"new zealand"	2014	"MEETUP"	9
"2916"	"new zealand"	2014	"TED"	9
"2917"	"new zealand"	2015	"ART_EDUCATION"	5
"2918"	"new zealand"	2015	"BEHANCE"	608
"2919"	"new zealand"	2015	"EFLUX"	3
"2920"	"new zealand"	2015	"MEETUP"	125
"2921"	"new zealand"	2015	"TED"	14
"2922"	"new zealand"	2016	"ART_EDUCATION"	1
"2923"	"new zealand"	2016	"BEHANCE"	575
"2924"	"new zealand"	2016	"EFLUX"	4
